"Food Code","Food Name","Scientific Name","Local Name","Food Group","No. of Regions","Tags","Energy [kJ]","Moisture [g]","Ash [mg]","Vitamins [mg]","Total Fat [g]","Cholesterol [mg]","Dietary Fiber [g]","Carbohydrate [g]","Protein [g]","Essential Amino acids [g]","Carotenoids [mg]","Polyphenols [mg]","Phytosterols [mg]","Tocopherols [ug]","Tocotrienols [ug]","Organic acids [mg]","Phytate [mg]","Saponins [g]","Essential Quantity Minerals [mg]","Essential Trace Minerals [mg]","Possibly essential Trace Minerals [ug]","Non-essential Trace Minerals [ug]","Toxic Minerals [ug]","Vitamin A [ug]","Vitamin B [mg]","Ascorbic acids (C) [mg]","Vitamin D [ug]","α-Tocopherol equivalent (E) [ug]","Vitamin K [ug]","Saturated Fatty acids [g]","Unsaturated Fatty acids [g]","Essential Fatty acids [g]","Cis Fatty acids [g]","Trans Fatty acids [g]","Monounsaturated Fatty acids [g]","Polyunsaturated Fatty acids [g]","Cis ω-3 Fatty acids [mg]","Cis ω-6 Fatty acids [g]","Cis ω-9 Fatty acids [g]","Cis ω-5 Fatty acids [mg]","Cis ω-7 Fatty acids [mg]","Insoluble Dietary Fiber [g]","Soluble Dietary Fiber [g]","Available CHO [g]","Starch [g]","Oligosaccharides [mg]","Free Sugars [g]","Essential Amino acids [g]","Conditionally essential Amino acids [g]","Non-essential Amino acids [g]","Retinol [ug]","Thiamine (B1) [ug]","Riboflavin (B2) [ug]","Niacin (B3) [mg]","Pantothenic acid (B5) [ug]","Total B6 [mg]","Biotin (B7) [ug]","Folates (B9) [ug]","Ergocalciferol (D2) [ug]","Cholecalciferol (D3) [ng]","25-OH-D3 [ng]","α-Tocopherol [ug]","β-Tocopherol [ug]","γ-Tocopherol [ug]","δ-Tocopherol [ug]","α-Tocotrienol [ug]","β-Tocotrienol [ug]","γ-Tocotrienol [ug]","δ-Tocotrienol [ug]","Phylloquinones (K1) [ug]","Menaquinones (K2) [ug]","Lutein [ug]","Zeaxanthin [ug]","Lycopene [ug]","β-Cryptoxanthin [ug]","γ-Carotene [ug]","α-Carotene [ug]","β-Carotene [ug]","Aluminium (Al) [ug]","Arsenic (As) [ug]","Cadmium (Cd) [ug]","Calcium (Ca) [mg]","Chromium (Cr) [ug]","Cobalt (Co) [ug]","Copper (Cu) [ug]","Iron (Fe) [mg]","Lead (Pb) [ug]","Lithium (Li) [ug]","Magnesium (Mg) [mg]","Manganese (Mn) [ug]","Mercury (Hg) [ng]","Molybdenum (Mo) [ug]","Nickel (Ni) [ug]","Phosphorus (P) [mg]","Potassium (K) [mg]","Selenium (Se) [ug]","Sodium (Na) [mg]","Zinc (Zn) [ug]","Fructose [g]","Glucose [mg]","Sucrose [g]","Maltose [mg]","Lactose [g]","Butyric acid (C4:0) [mg]","Caproic acid (C6:0) [mg]","Caprylic acid (C8:0) [g]","Capric acid (C10:0) [mg]","Lauric acid (C12:0) [mg]","Myristic acid (C14:0) [mg]","Palmitic acid (C16:0) [mg]","Stearic acid (C18:0) [mg]","Arachidic acid (C20:0) [mg]","Behenic acid (C22:0) [mg]","Lignoceric acid (C24:0) [mg]","Myristoleic acid (C14:1) [mg]","Palmitoleic acid (C16:1) [mg]","Oleic acid (C18:1n9) [g]","Elaidic acid (C18:1n9t) [g]","Eicosenoic acid (C20:1n9) [mg]","Erucic acid (C22:1n9) [g]","Nervonic acid (C24:1n9) [mg]","Linoleic acid (C18:2n6) [g]","Eicosadienoic acid (C20:2) [mg]","α-Linolenic acid (C18:3n3) [mg]","Arachidonic acid (C20:4n6) [mg]","Undecanoic acid (C11:0) [ug]","Pentadecanoic acid (C15:0) [mg]","Eicosatrienoic acid (C20:3n6) [mg]","Eicosapentaenoic acid (C20:5n3) [mg]","Docosahexaenoic acid (C22:6n3) [mg]","Docosadienoic acid (C22:2) [mg]","Docosapentaenoic acid (C22:5n3) [mg]","Histidine [mg]","Isoleucine [mg]","Leucine [mg]","Lysine [mg]","Methionine [mg]","Cysteine [mg]","Phenylalanine [mg]","Threonine [mg]","Tryptophan [mg]","Valine [mg]","Alanine [mg]","Arginine [mg]","Aspartic acid [mg]","Glucose [mg]","Glycine [mg]","Proline [mg]","Serine [mg]","Tyrosine [mg]","Oxalates [mg]","Soluble Oxalate [mg]","Insoluble Oxalate [mg]","Cis-Aconitic acid [mg]","Citric acid [mg]","Fumaric acid [mg]","Malic acid [mg]","Quinic acid [mg]","Succinic acid [mg]","Tartaric acid [mg]","3,4-Dihydroxy Benzoic acid [ug]","3-Hydroxy Benzaldehyde [ug]","Protocatechuic acid [ug]","Vanillic acid [ug]","Gallic acid [mg]","Cinnamic acid [ug]","o-Coumaric acid [ug]","p-Coumaric acid [ug]","Caffeic acid [ug]","Chlorogenic acid [mg]","Ferulic acid [ug]","Apigenin [mg]","Apigenin-6-C-gluoside [ug]","Apigenin-7-O-neohesperidoside [mg]","Luteolin [ug]","Kaempferol [mg]","Quercetin [mg]","Quercetin-3-β-D-glucoside [mg]","Quercetin-3-O-rutinoside [mg]","Quercetin-3-β-galactoside [mg]","Isorhamnetin [mg]","Myricetin [mg]","Resvertrol [ug]","Hesperetin [mg]","Naringenin [mg]","Hesperdin [mg]","Daidzein [mg]","Genistein [mg]","(-)-Epicatechin [mg]","(-)-Epigallo catechin [ug]","(-)-Epigallo catechin 3-gallate [ug]","(+)-Catechin [mg]","(-)-Gallocatechin gallate [ug]","(-)-Gallocatechin [ug]","Syringic acid [mg]","Sinapinic acid [mg]","Ellagic acid [mg]","Raffinose [mg]","Stachyose [mg]","Verbascose [mg]","Ajugose [mg]","Campesterol [mg]","Stigmasterol [mg]","β-Sitosterol [mg]","Carotenes [ug]","Xanthophylls [ug]","β-Carotene equivalents [ug]"
P047,Pambada,Lepturacanthus savala,"E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]",Marine Fish,2,fishetarian nonveg,537,74.67,1.41,0.08087821,4.44,0.05463,0,0,21.95,21.73928,0,0,0,0.00055,0,0,0,0,0.56205,0.00086958,0.000004,0,0,0.00000288,0.080323,0,0.00000135,0.00055,9.8e-7,1.959,2.042,1.01278,2.04068,0,0.857,1.185,1.001,0.18295,0.60873,0,0.248,0,0,0,0,0,0,9.36826,5.085815,7.285205,0.00000288,0.00004,0.00003,0.00196,0.00064,0.07649,0.001163,0,0,0.00000115,2e-7,0.00055,0,0,0,0,0,0,0,0,9.8e-7,0,0,0,0,0,0,0,0,0,0,0.01653,0.000023,0.000001,0.00002,0.00038,0,0.000004,0.02987,0.00002,0,0,0.000002,0.17,0.263,0.00001358,0.08265,0.00041,0,0,0,0,0,0,0,0,0,0,0.214,1.226,0.451,0.01767,0.00997,0.00656,0,0.248,0.564,0,0.02114,0.00483,0.01876,0.05678,0.00536,0,0.116,0,0.03505,0.00481,0.22,0.62,0,0.161,0.599235,1.00531,1.705515,1.41358,0.74191,0.278765,1.209445,1.345535,0.20633,1.1414,1.253345,1.336755,1.964525,3.09495,1.415775,0.827515,0.972385,1.227005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P048,Pandukopa,Pseudosciaena manchurica,"E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,360,77.46,1.15,0.26514325,0.65,0.02643,0,0,19.73,19.550457,0,0,0,0.00047,0,0,0,0,0.72048,0.00086365,0.000002,0,0,0.00000133,0.264671,0,3e-7,0.00047,6.2e-7,0.195,0.27163,0.16242,0.27174,0,0.08963,0.182,0.13286,0.04925,0.0726,0,0.01703,0,0,0,0,0,0,8.485873,4.451088,6.613496,0.00000133,0.00004,0.00002,0.00054,0.00042,0.262,0.001651,0,0,2e-7,1e-7,0.00047,0,0,0,0,0,0,0,0,6.2e-7,0,0,0,0,0,0,0,0,0,0,0.01218,0.000004,0,0.00003,0.00047,0,0.000002,0.02915,0.00001,0,0,0.000004,0.203,0.427,0.00001565,0.04915,0.00033,0,0,0,0,0,0,0,0,0,0,0.01089,0.117,0.06425,0,0,0,0,0.01703,0.06908,0,0.00352,0,0,0.0063,0,0,0.04295,0,0.00292,0,0.02037,0.0928,0,0.01969,0.7892,0.964797,1.651401,1.041744,0.518899,0.21703,1.126583,1.043717,0.17757,1.171962,1.047663,1.396884,1.905918,2.78193,1.023987,0.739875,0.877985,1.073312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P049,Parava,Lactarius lactarius,"E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,467,77.19,1.08,0.15548035,2.74,0.0262,0,0,21.5,19.70475,0,0,0,0.00055,0,0,0,0,0.70272,0.00421754,0.000002,0,0,0.00000256,0.154926,0,0.00000113,0.00055,6.6e-7,1.184,1.231,0.56121,1.23037,0,0.621,0.61,0.53329,0.07609,0.48299,0,0.138,0,0,0,0,0,0,8.4796,4.49995,6.7252,0.00000256,0.00003,0.00003,0.00098,0.00009,0.153,0.000796,0,0,0.00000112,1e-8,0.00055,0,0,0,0,0,0,0,0,6.6e-7,0,0,0,0,0,0,0,0,0,0,0.02912,0.000006,0,0.00002,0.00358,0,0.000002,0.03252,0.00003,0,0.000001,0.000009,0.194,0.363,0.00001154,0.08408,0.00056,0,0,0,0,0,0,0,0,0,0,0.08246,0.798,0.265,0.01627,0.00999,0,0,0.138,0.464,0,0.00995,0,0.00904,0.01788,0.00388,0,0.05433,0,0.01271,0,0.117,0.372,0,0.04429,0.559,1.02555,1.74365,1.12875,0.80195,0.3784,0.8987,1.0363,0.19135,1.09435,1.29215,1.32225,1.7372,2.83585,1.3803,0.74175,0.86,0.67725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P050,Parcus,Psettodes erumei,"E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]",Marine Fish,1,fishetarian nonveg,361,79.01,1.12,0.20394233,0.62,0.01003,0,0,19.87,19.695144,0,0,0,0.0003,0,0,0,0,0.7783,0.00067523,0.000002,0,0,0.00000172,0.203638,0,7.7e-7,0.0003,0.00000184,0.166,0.26755,0.1876,0.26756,0,0.07055,0.197,0.15246,0.04456,0.06109,0,0.00945,0,0,0,0,0,0,8.589801,4.395244,6.710099,0.00000172,0.00004,0.00002,0.00088,0.00021,0.202,0.000488,0,0,5.7e-7,2e-7,0.0003,0,0,0,0,0,0,0,0,0.00000184,0,0,0,0,0,0,0,0,0,0,0.02108,0.000005,0,0.00002,0.00028,0,0.000002,0.02884,0.00002,0,0,0.000004,0.218,0.446,0.00001623,0.06438,0.00033,0,0,0,0,0,0,0,0,0,0,0.00484,0.101,0.05755,0,0,0,0,0.00945,0.05844,0,0.00265,0,0,0.00957,0,0,0.03499,0,0.00236,0,0.01504,0.128,0,0.00942,0.610009,0.955747,1.677028,1.208096,0.757047,0.411309,1.059071,1.03324,0.174856,1.114707,1.051123,1.277641,1.804196,2.974539,0.931903,0.665645,0.880241,1.108746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P051,Parrot fish,Scarus ghobban,"E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,375,76.84,1.4,0.13594198,0.57,0.00995,0,0,20.82,20.784606,0,0,0,0.00026,0,0,0,0,0.83788,0.00086552,0,0,0,0.00000247,0.135676,0,6.8e-7,0.00026,0.00000283,0.174,0.213,0.06946,0.2124,0,0.135,0.078,0.06223,0.01577,0.11616,0,0.01824,0,0,0,0,0,0,8.987994,4.405512,7.3911,0.00000247,0.00006,0.00002,0.00189,0.00115,0.132,0.000556,0,0,6.7e-7,1e-8,0.00026,0,0,0,0,0,0,0,0,0.00000283,0,0,0,0,0,0,0,0,0,0,0.00921,0.000021,0.000003,0.00006,0.00038,0,0,0.02888,0.00002,0,0.000004,0.000003,0.316,0.432,0.00006452,0.05179,0.00031,0,0,0,0,0,0,0,0,0,0,0.01007,0.122,0.03708,0.00117,0.00234,0,0,0.01824,0.113,0,0.00226,0,0.0009,0.00279,0.00101,0,0.0115,0,0.00181,0.00047,0.00948,0.04569,0,0.00706,0.543402,1.011852,1.678092,1.469892,0.753684,0.408072,1.111788,1.078476,0.162396,1.178412,1.203396,1.065984,2.16528,3.114672,1.163838,0.757848,0.907752,1.00977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P052,Perinkilichai,Pinjalo pinjalo,"E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,387,78.33,1.02,0.12261401,0.87,0.01724,0,0,20.89,20.839864,0,0,0,0.0011,0,0,0,0,0.67142,0.00072433,0.000001,0,0,0.00000162,0.121511,0,4.4e-7,0.0011,9.5e-7,0.29,0.379,0.25978,0.37882,0,0.101,0.278,0.21692,0.06109,0.08392,0,0.01689,0,0,0,0,0,0,9.112218,4.424502,7.303144,0.00000162,0.00008,0.00001,0.00148,0.00043,0.119,0.000511,0,0,3.6e-7,8e-8,0.0011,0,0,0,0,0,0,0,0,9.5e-7,0,0,0,0,0,0,0,0,0,0,0.00725,0.000015,0,0.00002,0.00029,0,0.000001,0.02901,0.00001,0,0,0.000003,0.236,0.365,0.00002633,0.03416,0.00036,0,0,0,0,0,0,0,0,0,0,0.01314,0.185,0.09147,0,0,0,0,0.01689,0.07922,0,0.0047,0,0,0.00975,0,0,0.05134,0,0,0,0.03169,0.167,0,0.01823,0.660124,1.029877,1.773561,1.499902,0.66848,0.282015,1.061212,1.082102,0.181743,1.155217,1.167751,1.52497,2.076466,3.120966,0.94005,0.724883,0.937961,0.952584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P053,Phopat,Coryphaena hippurus,"E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]",Marine Fish,4,fishetarian nonveg,424,76.42,1.24,0.13759695,1.33,0.01353,0,0,22.05,21.465675,0,0,0,0.00058,0,0,0,0,0.77479,0.00097553,0,0.000015,0,0.00000352,0.137012,0,6.8e-7,0.00058,7.5e-7,0.441,0.654,0.41861,0.65396,0,0.198,0.456,0.37396,0.08202,0.14766,0,0.05032,0,0,0,0,0,0,9.18603,4.756185,7.52346,0.00000352,0.00006,0.00004,0.00428,0.00113,0.131,0.000502,0,0,4.3e-7,2.5e-7,0.00058,0,0,0,0,0,0,0,0,7.5e-7,0,0,0,0,0,0,0,0,0,0,0.00932,0.000013,0,0.00005,0.00047,0.000015,0,0.03227,0.00001,0,0,0.000007,0.258,0.439,0.00006553,0.0362,0.00036,0,0,0,0,0,0,0,0,0,0,0.03495,0.259,0.136,0.00286,0,0,0,0.05032,0.143,0,0.00466,0,0,0.01455,0.00131,0,0.06513,0,0.009,0.00103,0.06393,0.275,0,0.03503,0.7497,1.02753,1.70226,1.60965,0.66591,0.346185,0.879795,1.14219,0.2205,1.188495,1.241415,1.32741,2.205,3.10464,1.22157,0.782775,0.972405,1.078245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P054,Piranha,Pygopritis sp.,[Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,549,76.15,0.93,0.07115935,5.43,0.0975,0,0,20.46,20.451816,0,0,0,0.00037,0,0,0,0,0.57023,0.00098522,0,0,0,0.00000105,0.070784,0,0.00000115,0.00037,0.00000315,1.973,2.946,0.5829,2.94711,0,2.357,0.589,0.06142,0.52843,1.96526,0,0.392,0,0,0,0,0,0,8.382462,4.38867,7.680684,0.00000105,0.00004,0.00005,0.00097,0.00104,0.06791,0.000774,0,0,0.00000106,9e-8,0.00037,0,0,0,0,0,0,0,0,0.00000315,0,0,0,0,0,0,0,0,0,0,0.01485,0.000003,0.000001,0,0.0005,0,0,0.02341,0.00002,0,0,0.000003,0.17,0.323,0.00002822,0.03897,0.00043,0,0,0,0,0,0,0,0,0,0,0.07947,1.46,0.419,0.00693,0,0,0,0.392,1.941,0,0.02426,0,0,0.475,0,0.01281,0.05343,0,0.00832,0,0.00791,0.03375,0,0.00695,0.666996,0.922746,1.64703,1.481304,0.587202,0.233244,0.765204,1.04346,0.21483,1.05369,1.264428,1.158036,2.299704,3.230634,1.342176,0.810216,0.885918,0.844998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P055,"Pomfret, black",Parastromateus niger,"E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]",Marine Fish,2,fishetarian nonveg,515,74.43,0.97,0.08221149,4.83,0.04816,0,0,18.91,19.08019,0,0,0,0.0006,0,0,0,0,0.60541,0.00143477,0,0.000131,0.0000017,0.00001055,0.081496,0,0.00000294,0.0006,0.000102,2.229,2.133,1.1125,2.13263,0,0.972,1.161,0.809,0.35198,0.81465,0,0.157,0,0,0,0,0,0,8.28258,4.562983,6.234627,0.00001055,0.00006,0.00002,0.00261,0.00075,0.076,0.002056,0,0,0.00000228,6.6e-7,0.0006,0,0,0,0,0,0,0,0,0.000102,0,0,0,0,0,0,0,0.00013,0.00000152,0.000001,0.0181,0.000008,0,0.00007,0.00078,0,0,0.02822,0.00002,0.0000017,0,0.000005,0.195,0.295,0.00005025,0.06909,0.0005,0,0,0,0,0,0,0,0,0,0,0.115,1.428,0.622,0.04561,0.01849,0,0,0.157,0.716,0,0.09865,0,0,0.0515,0.03796,0,0.252,0,0,0.01052,0.244,0.565,0,0,0.824476,0.902007,1.533601,1.043832,0.457622,0.287432,1.215913,0.968192,0.211792,1.125145,1.087325,1.297226,1.847507,2.371314,1.147837,0.88877,0.928481,0.941718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P056,"Pomfret, snub nose",Trachinotus blochii,"E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]",Marine Fish,2,fishetarian nonveg,375,77.81,1.29,0.08238634,0.46,0.00748,0,0,21.05,20.34693,0,0,0,0.00154,0,0,0,0,0.80252,0.00140662,0.000001,0.000001,0,0.00000391,0.080841,0,5.9e-7,0.00154,8.4e-7,0.145,0.20077,0.11433,0.20041,0,0.07277,0.128,0.09677,0.03088,0.06645,0,0.00631,0,0,0,0,0,0,8.69365,4.21842,7.43486,0.00000391,0.00008,0.00005,0.00194,0.00061,0.07751,0.000651,0,0,5.1e-7,8e-8,0.00154,0,0,0,0,0,0,0,0,8.4e-7,0,0,0,0,0,0,0,0,0,0.000001,0.00657,0.000002,0,0.00003,0.00041,0,0.000001,0.02985,0.00001,0,0,0.000004,0.247,0.483,0.00003062,0.0361,0.00092,0,0,0,0,0,0,0,0,0,0,0.00586,0.09219,0.04427,0.0015,0,0,0,0.00631,0.05976,0,0.0049,0,0.00179,0.00481,0,0,0.02607,0,0.00167,0,0.00629,0.07716,0,0.01332,0.671495,1.16196,1.67137,1.27142,0.658865,0.359955,0.894625,1.029345,0.187345,1.147225,1.19985,1.277735,2.292345,3.083825,1.054605,0.738855,0.85884,0.78727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P057,"Pomfret, white",Pampus argenteus,"E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]",Marine Fish,2,fishetarian nonveg,513,75.91,1.01,0.13482301,5.12,0.04156,0,0,19.02,19.160748,0,0,0,0.00126,0,0,0,0,0.55793,0.00095833,0.000001,0,0,0.00003031,0.133531,0,7.1e-7,0.00126,9.9e-7,2.669,1.968,0.73407,1.96717,0,1.049,0.919,0.764,0.15409,0.19808,0,0.851,0,0,0,0,0,0,8.532372,4.30803,6.320346,0.00003031,0.00005,0.00003,0.00138,0.00111,0.13,0.000961,0,0,6.1e-7,1e-7,0.00126,0,0,0,0,0,0,0,0,9.9e-7,0,0,0,0,0,0,0,0,0,0,0.01364,0.000011,0.000004,0.00005,0.00031,0,0.000001,0.0322,0.00002,0,0.000001,0.000003,0.211,0.255,0.00002933,0.04609,0.00053,0,0,0,0,0,0,0,0,0,0,0.258,1.598,0.532,0.04558,0.01993,0.174,0,0.851,0.09893,0,0.04022,0.02527,0.03366,0.01407,0.0042,0,0.13,0,0.04143,0.00582,0.167,0.423,0,0.174,0.72276,0.882528,1.561542,1.337106,0.568698,0.33285,1.213476,1.004256,0.211122,1.030884,0.968118,1.162122,1.732722,2.794038,1.076532,0.59913,0.825468,1.137396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P058,Pranel,Gerres sp.,"E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,405,79.54,0.76,0.12597408,1.89,0.02901,0,0,19.69,19.778605,0,0,0,0.00042,0,0,0,0,0.51751,0.00108035,0.000001,0,0,0.00000184,0.125551,0,5.5e-7,0.00042,6.9e-7,0.827,0.793,0.33889,0.79224,0,0.374,0.419,0.29402,0.12481,0.2784,0,0.09501,0,0,0,0,0,0,8.297366,4.485382,6.995857,0.00000184,0.00004,0.00013,0.00337,0.00076,0.12,0.001251,0,0,5.4e-7,1e-8,0.00042,0,0,0,0,0,0,0,0,6.9e-7,0,0,0,0,0,0,0,0,0,0,0.02188,0.000003,0.000001,0.00003,0.00041,0,0.000001,0.02626,0.00002,0,0,0.000003,0.166,0.251,0.00006335,0.05237,0.00055,0,0,0,0,0,0,0,0,0,0,0.06161,0.525,0.212,0.00748,0.00359,0,0,0.09501,0.254,0,0.01902,0.00538,0,0.0178,0.01462,0,0.08541,0,0.01766,0.00698,0.05568,0.18,0,0.05834,0.5907,0.895895,1.525975,1.169586,0.637956,0.358358,1.151865,0.943151,0.206745,1.175493,1.262129,1.027818,1.764224,3.211439,1.281819,0.740344,0.758065,1.077043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P059,Pulli paarai,Gnathanodon speciosus,"E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,399,75.99,1.19,0.1063716,1.55,0.04779,0,0,20.06,19.881466,0,0,0,0.00082,0,0,0,0,0.67852,0.00099025,0.000002,0,0,0.00000175,0.105547,0,0.00000161,0.00082,0.00000124,0.593,0.713,0.47437,0.71331,0,0.208,0.505,0.41208,0.0928,0.15451,0,0.05392,0,0,0,0,0,0,8.238642,4.421224,7.2216,0.00000175,0.00005,0.00004,0.00194,0.00113,0.101,0.001387,0,0,0.0000016,1e-8,0.00082,0,0,0,0,0,0,0,0,0.00000124,0,0,0,0,0,0,0,0,0,0,0.02184,0.000014,0.000001,0.00004,0.00035,0,0.000002,0.03112,0.00001,0,0,0.000002,0.232,0.335,0.00005325,0.05856,0.00052,0,0,0,0,0,0,0,0,0,0,0.03567,0.372,0.173,0.00446,0,0,0,0.05392,0.149,0,0.00551,0,0,0.01581,0.00354,0,0.07056,0,0.00752,0.00289,0.154,0.234,0,0.02408,0.589764,0.978928,1.666986,1.15345,0.55165,0.326978,1.025066,0.886652,0.242726,1.14342,1.287852,1.015036,2.32696,2.81843,1.1033,0.800394,0.788358,1.175516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
